first_name,last_name,birth_date
Miguel,Campbell,21-05-1993
Sister,Trenton,25-03-1978
Vijay,Buchanan,15-04-1995
Grace,Aguilar,03-12-1988
Imogen,Bukater,23-01-1954
Otis,Valentine,07-02-1987
Nero,Patterson,20-02-2002
Hetty,Trent,27-10-1999
Ward,Thorne,12-02-1959
Callum,Ranall,29-10-1970
Velu,Dyson,22-04-1989
Jonathan,Bluenight,21-10-1970
Christine,Treskovna,02-05-1977
Callum,Dorsey,17-11-1957
Jason,Johnson,08-12-1984
Jeff,OHara,06-08-1996
Chris,Saint,06-09-1975
Jay,Hojo,28-04-1971
Arnold,Manetta,09-06-1946
Fleur,Thackeray,24-04-1986
Ray,Tabootie,27-01-1949
Johnny,Selwyn,02-04-1956
Mark,Patil,02-09-1997
Jadu,Wilson,04-07-1971
Anna,Lord,10-03-1982
Veronica,Diamond,28-11-1984
Michael,McNab,04-08-1988
Guido,Lopez,06-11-1962
John,Kennedy,25-05-1963
Steve,Veeteren,23-12-2003
Peter,Schibetta,13-07-1988
Tom,Fabray,08-07-1967
Gary,Elliot,04-10-2003
Virginia,Next,20-04-1966
Roman,Parker,20-02-1988
Elvis,Cruger,07-03-1961
Veronica,Maroni,27-12-1977
Lloyd,Fortune,05-02-2000
James,Hamilton,24-02-1954
Sonny,Adler,11-11-1961
Norton,Sanders,28-09-1970
Constance,Luthor,18-04-1971
Mike,McCoy,07-06-1976
Nick,White,20-05-1949
Ana,Scully,30-09-1995
Vincenzzo,Khan,23-03-1958
Sara,Lerrol,11-04-1980
Rodney,Guarnaccia,06-10-1990
Tom,Allen,06-09-1979
Mallory,Davies,07-04-1969
Haruhara,Stenbeck,03-01-1954
Reginald,Prefect,22-05-1967
Tierney,Halliwell,01-11-1959
Jean,Trivino,13-05-1966
Avon,Kobayakawa,15-09-1960
Stephen,Grissom,16-06-1968
Chris,Johnson,29-11-1985
Briareos,Dash,15-03-1989
Claudia,Fairweather,24-01-1967
Signor,Temple,09-04-1960
Hank,Cao,09-11-1968
Richard,Wing,24-12-1997
Annie,Barclay,27-08-1954
Stanislaus,Mancini-Corleone,27-01-1985
Raylan,Mallory,04-06-1984
Kay,Romantica,29-03-1962
Riley,Fett,11-07-1956
Shion,Lonnegan,08-10-2002
Clark,Wright,13-02-1964
Kouzou,Daystrom,15-04-2002
Borat,Cortez,26-04-2001
Jonathan,Tremulous,21-02-1990
Sam,Carr,05-08-1984
Joe,Halliwell,16-03-2000
Casanova,Parker,15-12-1955
Basil,Potter,06-09-1973
Curtis,Mephesto,18-10-1976
Angua,Spratt,04-04-1996
Ana,Sprout,21-08-1967
Rita,Tachikawa,08-05-1957
Mickey,Zaluchi,07-04-1973
Don,Lamb,23-06-1990
Walter,Bennett,23-02-2000
Daniel,Maxwell,29-07-1969
Lisa,Riggs,05-11-1993
Nino,Haruko,10-12-1992
Vivian,Strepfinger,21-10-2001
Mildred,Fitzgerald,25-05-1953
Astrid,Fletcher,05-02-1998
Dorrie,Brennan,23-02-1999
Blake,Fabray,23-09-1987
Sister,Spade,07-04-1981
Keith,Omovich,02-07-1974
Katarina,Decker,29-12-1963
Stanislaus,MacLean,08-04-1968
Aric,Possible,20-06-1968
Gene,Rawls,16-12-1989
Joseph,Yang,24-09-1970
Julian,OHara,28-02-1997
Cedric,Green,27-07-1992
Neil,Peroni,18-04-1999
Rose,Hoare,19-03-1985
Jerry,Carver,23-04-1960
Mike,Clarke,08-05-1980
Cameron,Moss,11-11-2003
Jake,Morgan,13-06-1975
Paul,Millman,22-03-1969
Tony,Jenkins,02-03-1961
Lloyd,Morrow,12-09-1955
Dan,Zasa,17-07-1987
Tiffany,Cortez,22-08-1993
Reed,Cuneo,24-09-2003
Charity,Flinstone,07-02-2002
Nicky,Chino,05-10-1982
Simon,Drew,01-12-2004
Jack,Gideon,30-10-1991
Lilith,Cropper,05-11-1989
Jennifer,Mieux,29-01-1965
Laura,Dennis,30-12-1961
Thomas,Smart,22-01-1961
Phil,McCall,28-11-1975
Michael,Space,26-09-1971
Anita,Haruko,07-01-1975
Angela,Reilly,20-08-1953
Paul,Cobb,08-12-1962
Hyman,Moses,16-01-1992
Ellery,La Forge,20-05-1987
Dilys,Zapatti,13-05-1990
Edward,Eckhardt,13-01-1981
Karen,Cooper,12-04-1978
Calleigh,Goth,12-07-1979
Marcello,Sparazza,30-09-1952
Clark,Miller,21-05-1992
Jack,PiNeiro,25-05-1962
Sam,Sprockett,02-04-1985
David,Hammer,09-09-1959
Ben,Stanfield,25-07-1962
Ronnie,Sanderson,16-07-1989
Bertha,Halliwell,04-04-1993
Dotty,Van Tassel,10-03-1976
Ben,Cavor,24-05-1989
Genesis,Barton,20-06-1987
V?ctor,Caxton,23-02-1965
Dodo,Levinson,12-10-1968
Vito,Cacuzza,09-02-1976
Sybill,Van,25-10-2001
John,Chino,30-12-1969
Tim,Holliwell,13-09-1987
Milo,Fairfax,10-11-2002
Mickey,Riley,09-09-1979
Stringer,Bottom,21-09-1987
Dan,Falfa,05-06-1981
Jesse,Guarnaccia,14-11-1954
Naoto,Nordbo,21-06-1986
Luanne,Spano,03-06-1992
Gennady,Kammerer,31-12-1976
Sasha,Grace,02-01-1992
Zenigata,Kobayakawa,19-01-1983
Alexandra,Spelvin,07-11-1998
Susan,Yurinov,13-12-1943
Sam,Hernandez,09-07-1979
Tubby,Coltrane,06-05-1993
Carmen,Seymour,23-02-1952
James,Frost,14-07-1972
Fred,Requer,09-11-1941
Leyla,Croft,22-08-1963
Henry,Bottom,17-06-1962
Isaac,Tanner,11-08-1949
Lindsay,Malvern,09-02-1964
Santiago,Urth,11-10-1988
Shirley,Feverfew,07-06-1971
Norton,Corsi,08-12-1988
Shiro,Taylor,05-08-1955
Hayley,Holmes,21-03-1949
Quito,Delaware,07-03-1969
Mable,Halliwell,31-05-1985
Abi,Dax,27-06-1954
David,ONeill,09-12-2002
Pomona,Barclay,25-01-1956
Nino,Sturgis,16-07-1955
Nohar,Taylor,18-01-1989
Todd,Harland,06-12-1978
Mark,Zatara,08-11-1999
Dayne,Flowerstink,25-04-1975
Phoebe,Piper,12-11-1991
Henry,Shepherd,06-04-1968
Carol,Havers,18-12-1971
Lloyd,Brocklehurst,07-01-1971
Don,Dawson,23-06-1980
Marty,Ventura,23-06-1949
Matt,Day,02-11-1957
Joel,Torini,16-09-1961
Armando,Cox,22-09-1966
Roger,Caffery,01-10-1936
Oliver,Olemaun,14-01-2002
Calleigh,Russell,14-12-1966
Molly,Mackey,07-07-1967
Cresentmoon,Fleming,10-05-1955
Faye,Wilde,19-07-1974
Silvio,Silvermane,11-06-1950
Freddie,De Lena,12-10-2006
Tom,Robins,22-03-1977
Andy,Tanner,03-04-1992
Victoria,Ramotswe,19-07-1958
Victor,Matthews,27-09-2002
Frank,Canlaster,28-04-1952
Silvio,Profitt,10-08-1955
Joe,Trevelyan,20-06-1974
Rosco,Burns,22-05-1994
Anthony,Arden,04-08-1988
Ruby,Pike,05-05-1950
Kinman,Brunetti,09-01-1994
Jessica,Sidle,22-06-1962
Naoko,Winterbourne,31-05-1984
Paige,Gibson,24-10-1940
Gillian,Cuneo,26-04-1985
Miles,Sinclair,08-02-1997
Ian,Hutt,30-09-1951
Spiros,Leotardo,07-05-1957
Jocko,Weir,23-12-1963
Norton,Suresh,07-10-1984
Penny,Thomas,20-06-1985
Gil,Taylor,10-05-1985
China,Ishii,23-09-1976
Ronnie,Luthor,22-01-1965
Madeline,Tojo,23-03-1982
Selsdon,Rubini,24-11-1976
Curtis,Fraser,19-08-1949
Gregory,Garlick,30-08-1949
Eddie,Diamond,26-05-1942
Imogen,Jackson,05-09-1962
Bibi,Crane,04-12-1949
Jessica,Talbot,20-06-1949
Donald,Adams,17-11-1967
Rick,Thorne,13-03-1986
Noonien,Cardenas,07-12-1950
Chick,West,28-04-1986
Michael,Dallas,24-07-1961
Tobias,Robbins,02-03-2000
Sam,Rooney,02-08-1972
Anita,Bennett,24-03-1984
Donna,Dax,24-02-1973
Luanne,Matthews,16-10-1962
Sam,Gaskell,20-05-2003
Stan,Webster,01-04-1988
Sabrina,Goren,14-02-1988
Vicki,Jorkins,10-08-1986
Sarah,Hunter,07-01-1988
Reginald,Vaughn,07-05-1998
Vera,Cackle,13-04-1980
Clark,Preston,21-09-1986
Kakihara,Threep,28-02-1985
Bumpy,Rosenberg,01-05-1960
Pilar,Halliwell,20-09-1987
Cordelia,Peabody,13-04-1958
Constantin,Anneke,28-08-1976
Kelly,Rosenberg,10-04-1953
Vito,Powell,21-09-2002
Darcy,Osborne,14-05-1967
Jango,Pitts,18-11-1976
Julius,Grant,07-06-1977
Rose,March,10-08-1989
Abe,Littlefield,17-12-2003
David,Wolf,12-10-1961
Harry,Stewart,02-02-1966
Helen,Jaffe,07-08-1961
Cuthbert,Omovich,28-11-1986
Art,Canfield,08-07-1977
Primo,Harding,26-12-1969
Chris,Sanders,03-06-1950
Leslie,Che,22-02-1978
Samantha,Blossom,20-04-1950
Chucky,Miller,23-09-1949
Stanislaus,Swann,04-11-1981
Sabrina,Leon,18-04-1989
Sabrina,Scarpetta,21-02-1981
Keziah,Greengrass,24-07-1979
Woodsy,Mitchell,03-12-1965
Kyle,Banzai,25-03-1939
Matt,Flinstone,22-10-2003
Rainier,Adamsberg,19-06-2004
Eddie,Potts,06-04-1973
Sam,Martin,17-04-1988
Anthony,Pullman,18-09-1978
Cross,Milo,12-01-2004
Buck,Wilde,29-08-1956
Griselda,Ash,15-07-1975
Maureen,Mallory,21-05-1937
Randy,Lucas,06-04-1980
Luanne,Makibi,25-01-2001
James,McCartney,04-02-1981
Erika,Dobbs,17-04-1985
Lou,Lockwood,21-10-1991
Wanda,Boyle,03-11-1989
Giacomo,Serrano,25-07-1986
Frank,Blake,25-08-1999
Aki,Lopez,18-10-1983
Emil,Macdonald,25-11-1975
Laura,Lockwood,30-12-1953
Robert,Vargas,24-07-1960
Cyrus,Sisco,01-06-1997
Vance,Harrington,11-04-1980
Agnes,Grant,18-07-1962
Amanda,Lino,29-06-1992
Luanne,Bukater,14-08-1959
Anna,Talbert,25-11-2002
Kelly,Vendrell,07-12-1981
Fred,Thomas,21-08-2000
Peter,Nelson,23-11-1965
Patricia,Lawson,14-03-1978
George,Thompson,26-08-1971
Hercule,Hills,06-05-1958
Paul,Zarkov,27-10-1992
Chris,Morgan,11-02-1992
Yusuke,Preston,01-03-1954
Harry,McGraw,03-04-1960
Richard,Flinstone,25-07-1983
Victor,Fleming,15-03-1991
Isabel,Crabtree,31-03-1984
Georgia,Crockford,10-11-1957
Tem,Dawson,16-02-2002
Ernestine,Sherwood,28-03-1989
Jane,Zatara,15-08-1979
Norine,Quirke,29-08-1997
Karen,Skeeter,16-10-2001
Paul,Rocco,31-07-1982
Faye,Langshaw,03-03-1927
Leland,Trudeau,30-05-1995
Casanova,Cartwright,28-09-1955
Nino,Maroni,06-11-1987
Edward,Donnelly,14-09-2005
Hyman,Corleone,04-02-1967
Jake,Burrell,19-04-1977
Blair,von Uberwald,30-07-1966
Sharon,Nanny,18-10-1991
Wendy,Orlock,29-02-1964
Barry,Mephesto,02-05-2003
Don,McCrary,12-04-1978
Tyra,Chaplet,11-10-1985
Jack,Waterfield,11-10-1993
Vernon,Beckett,20-07-2000
Don,Brady,04-12-1990
Henry,Fuhrey,22-09-1980
Robert,Spratt,09-10-1949
Alan,Kohran,06-10-2004
Achille,Cameron,08-07-1972
King,Brady,28-09-1971
Russell,Gabriel,19-10-1969
Margaret,Levinson,30-08-1972
Zane,Che,06-10-1957
George,Riggs,18-12-1987
Don,Starveling,27-01-1962
Kurt,Bash,03-09-2002
Marid,Stewart,04-01-1958
Horatio,Roberts,04-12-1960
David,Riviera,29-08-1995
Ed,Rearden,31-08-2002
Walter,Rockatansky,27-10-2001
Jackson,Martinelli,09-08-2003
William,Fairhead,26-01-1992
Brad,Parker,21-06-1993
Chick,Ash,22-03-1973
Lloyd,Brockman,24-07-1959
Rex,Ortega,17-01-1978
Celestina,Hathaway,16-02-2001
Marcus,Jackson,13-07-1955
Don,Lockwood,23-05-1997
Eddie,McGrew,03-04-1977
Antonia,Greenaway,17-09-1995
Boris,Maroni,31-08-1951
Harry,Dallas,27-01-1966
Sam,Moss,07-10-2003
Thomas,Xavier,25-06-1961
Jiveshwar,Evans,26-12-1957
Jo,Mallory,17-10-1981
Maynard,Von,16-05-1992
Louis,Drama,23-04-1997
Hecky,Stone,10-11-1948
Alan,Clouseau,24-10-1998
Linda,Shayne,30-01-1965
Damian,Robins,02-07-1972
Tony,Smiley,03-11-1961
Guy,Miller,25-02-1984
Joey,Dorsey,13-04-1968
Georgina,Knight,23-03-1961
Kim,Pullman,16-04-2000
Walter,Spade,22-09-1984
Artemus,Knight,01-03-1978
Stringer,Thirteen,25-05-1982
Christine,Lester,23-06-1980
Paul,Omovich,17-05-1971
Rick,Franklin,07-10-2003
Jane,Stockmann,22-10-1960
Kay,Benson,09-07-1988
Rex,MacLeod,01-10-1952
Rob,Waturs,04-08-1964
Cross,Denoon,02-10-1953
Benton,Sigel,05-07-1958
Iris,Grant,23-04-1962
Mary,Bukater,02-03-1963
Doris,Scotts,26-07-1956
Chris,DAmico,16-07-1949
Peter,Spellman,20-06-1994
Elvis,Costello,18-06-1984
Wilfred,Vane,22-09-1968
Cordelia,Bayles,02-05-1982
Amelia,Forbin,17-07-1970
Harry,Dean,05-03-1958
Charles,Tony,29-04-1957
Thomas,Ravenclaw,30-08-1974
James,Dundee,09-08-1976
Cal,Boxer,19-09-1985
Anna,Burnett,07-08-1952
Sharona,Skye,01-08-1951
Joe,Iverson,21-06-1979
Dirk,Jackson,06-06-1969
Frank,Dennis,29-06-2003
Jesse,Justice,04-07-1984
Sabrina,Lopez-Fitzgerald,28-06-1939
Sophie,Dunlap,14-01-1973
Kaye,Spelvin,20-07-1981
Richie,Gharty,09-12-1952
Sheldon,John,01-08-1975
Domenico,Glicker,01-10-1950
John,Lee,29-08-1995
Lisbeth,Evans,21-11-1974
Alex,John,15-08-1985
Antonio,Oyama,02-11-1997
Jason,Walker,24-07-1994
Van,Franchetti,15-03-2002
David,Dennis,12-11-1953
Santino,Bennett,27-07-1970
Jenna,Barton,07-08-1987
Simon,Brockway,04-05-2002
Sonny,von Uberwald,23-06-1976
John,Colbert,24-03-1976
Olympe,Brady,21-10-1980
Sonya,Owens,09-04-1949
Shinwell,Brady,08-02-1959
Charlie,Ripstein,29-10-1967
Mickey,Fidelma,05-06-1952
Vicki,Masucci,07-07-1975
Rachel,Aguilar,30-12-1983
Benton,Rooney,03-05-1948
Monica,Andrews,06-10-1957
Jennifer,Meacham,06-09-1961
Anna,Edgecombe,18-02-1999
Ellen,Miller,06-07-1969
Vijay,Spellman,25-11-1987
Daphne,Tsuna,17-07-1981
Sara,Townsend,23-02-1981
Karen,Veeteren,02-08-1997
Snapper,DiMera,23-09-1967
Linda,McDonald,25-12-1982
Aurora,Pezzini,20-04-1999
Victor,Vimes,26-07-1962
Rita,Page,08-03-1960
Andy,Guarnaccia,10-04-1970
Charles,Barclay,29-05-1980
Dale,Snyder,29-10-1949
Sara,Eckhart,05-01-1997
Tolian,Bennet,07-07-1966
Stanislaus,Drew,24-11-1980
Victor,Morris,23-12-1957
Tom,Dundee,11-06-1965
Hal,Cabot,30-04-2003
Ted,Marvin,16-04-2003
Mike,Parrish,16-03-1992
Minami,McArthur,10-06-1972
Matthew,Dagg,06-03-1952
Francis,Stone,28-09-1967
Agnes,Dresden,26-10-1971
Peter,Dawson,20-07-1962
Raymond,Mannheim,12-07-1961
Kit,Carlos,18-03-1983
Julie,Hawker,23-03-1975
Shawn,Brockway,29-03-1979
Caesar,Malfoy,26-10-1990
Roland,Lewis,19-10-1963
Elvis,Royle,22-10-1966
Brick Top,OBannon,07-12-1985
Carmine,Capone,18-10-1982
Hal,Lino,23-07-1976
Jake,Bradley,03-01-2003
Stella,Owens,14-01-1989
Basil,Milestone,12-06-1966
Fleur,Mannheim,11-12-1987
Jimmy,Brown,31-05-1952
Theo,Vimes,03-02-1999
Kurt,Hedley,10-05-1991
Rob,Lockwood,10-09-1965
Grant,Whitefield,07-07-1993
Alex,McGonagall,13-06-1966
Victor,Wildhack,21-11-1956
Spats,Buchanan,07-05-1971
Barbara,Mitchell,19-11-1975
Art,Ranall,02-05-1992
Craig,Havers,11-12-1986
Clayton,White,10-05-1968
Sandy,Cutting,16-12-1958
Celestina,Ross,25-05-1982
Sean,OMalley,08-05-1961
Jimmy,Stewart,01-07-1960
Matthew,Frankenstein,07-10-1991
Andy,Lopez-Fitzgerald,31-08-1949
Harry,Leone,06-06-1998
Tony,White,08-06-1948
Lonnie,Lonnegan,22-10-1973
Daphne,Hughes,09-01-1967
Sarah,Pike,26-04-1973
Melanie,Urameshi,23-12-1950
Henri,Belski,21-03-2002
Herr,Hoare,09-03-1983
Fenella,Christe,30-06-1995
Charlotte,Poppins,19-10-2001
Cassie,Warren,10-10-1978
Corrado,Capone,10-10-1983
Hayley,Polin,15-09-1972
Lisa,Maraschino,09-07-1963
Turanga,Meeks,01-11-1993
Manick,Smythson,20-11-1994
Al,Lewis,16-03-1983
Lloyd,Birkin,13-08-1991
Jack,McArthur,24-03-1965
Al,Heat,28-08-1964
Megan,Barzini,06-03-1956
John,McAllister,13-11-1984
Jo,Schultz,15-01-1979
Mel,Carlos,18-04-1989
Arnold,Clearwater,23-07-1993
Fred,Dingle,02-07-1982
Art,Sindone,14-01-1972
Mabel,Sahid,30-12-1965
Kay,Kolchak,03-05-1969
Linda,Burton,21-12-1978
Tom,Leone,10-08-2002
Sara,Meredith,28-09-1963
Gianni,Disher,07-01-1962
Angua,Halliwell,28-04-1956
Jake,De Lena,08-11-1953
Jack,McLaren,16-05-1965
Samantha,Beckett,14-03-1982
Ann,Turtle,11-05-1973
Amelia,Aitoro,13-07-1951
Jesse,Vimes,06-05-1991
Damon,Fairfax,06-09-1976
Antonio,Donovan,28-04-1967
George,Kane,09-10-1960
Blanche,Deane,20-06-1980
Dotty,Jones,06-02-1994
Jay,Tanner,28-08-1971
Jean,Davenport,07-04-1986
Kelly,Wylie,29-08-1979
Megan,Taylor,12-02-1978
Don,Doggett,20-06-1957
Frankie,Thomas,01-07-1954
Bolivar,Randall,17-08-1957
Will,Chandler,20-04-1988
Kenny,Serizawa,20-07-1960
Michael,Tabootie,09-03-1977
Loveday,Repulsa,10-07-1950
Nicky,Prefect,01-05-1951
Anthony,Scully,17-03-1974
Jacques,Croydon,12-08-1997
Caesar,Iosefa,28-08-2003
Stuart,McFly,25-04-1998
Edgar,Vector,27-04-2001
Thomas,LeStrange,11-12-2004
Henry,Cobb,11-03-1981
George,Carlyle,30-05-1978
Hoshi,Blocksberg,03-06-1950
Leo,Sullivan,29-11-1987
Rose,Pond,16-01-1997
Quinn,Drew,22-07-1953
Joyce,Thackeray,14-04-1952
Sydney,Stewart,29-03-1992
Ronnie,Thorne,23-03-1954
Douglas,Owens,09-06-1999
Jim,Stewart,06-03-1998
Mycroft,Fitz,23-08-1979
Malik,Burdock,13-10-2003
Kazuki,Hoare,22-01-1988
Basil,Brockman,09-09-1974
Mickey,Spellman,03-12-1994
Alex,Peabody,15-02-1947
Dorian,Vondopoulos,27-10-1981
Brooke,Ogawa,11-03-1954
Quinn,Walker,19-10-1987
Reginald,George,21-06-1968
Betty,Thomas,13-08-1958
Celestina,Principal,19-04-1972
Billie,Neutron,14-10-1958
Chris,Kitka,25-09-1971
Grant,Hernandez,22-12-1960
Marsellus,Falcone,14-03-1925
Adam,Freamon,06-08-1961
Jill,Jorkins,22-05-1979
Betty,Petrie,13-06-1998
Peter,Dean,05-06-1963
Abe,Ogawa,25-06-1950
Alex,Burbage,06-02-1958
Jack,Stark,25-09-1976
Sara,Sawyer,09-09-1967
Carmine,Willing,27-03-1994
Diana,Hoare,12-02-1950
Michael,Bruckshot,29-07-1997
Buddy,Sugden,07-04-1958
Jimmy,Boyd,04-03-1998
Jin,Vaughn,06-05-1985
Sam,Redfield,28-04-1968
Peri,Soran,03-03-1990
Giacomo,Greer,05-08-1958
Frank,Aceveda,22-05-1955
Mona,Taylor,13-03-1954
Joe,Daggett,31-07-1968
Maxim,Grayson,14-02-1978
Harry,Fife,09-08-1984
Marty,Fox,05-03-1949
Gregory,Seldon,16-02-1975
Sam,Carver,28-11-1980
Jules,Baily,07-08-1961
Tristan,Pomfrey,13-07-1989
Goldie,Forbin,12-07-1975
Jack,Sprockett,17-04-1978
Ronnie,Pulaski,22-09-1987
John,Tura,03-04-2002
Claire,Leone,29-09-1964
Jacques,Kojak,28-06-1979
Salvatore,Torres,28-10-1976
Miranda,Grant,19-01-1950
Quinn,Wayne,16-08-1985
Cal,Savage,13-10-1992
Vincent,Otley,14-06-2003
Harry,Bigelow,29-03-1971
Wellington,Fitz,20-06-1965
Vislor,Sagdiyev,27-06-1938
Cross,Halliwell,02-08-1973
Rex,Clericuzio,29-04-2002
Peter,Moses,10-12-2002
George,Malfoy,23-02-1964
Stephen,Corrigan,26-09-1956
Mona,Manu,26-04-1992
Cletus,Punchinello,20-08-1977
Signor,Johnson,30-04-2001
Lina,Cox,08-12-1964
Paul,Mitchell,21-11-1972
Frank,Owens,13-10-2000
Ella,Lupo,19-08-1963
Celestina,De Lesseps,11-12-1979
Ana,Price,06-08-1954
Didi,Smyth,09-07-1995
Maggie,Lane,02-07-1961
Thora,David,31-05-1959
Brian,McEvoy,27-04-1990
Eddie,Hammer,31-08-2002
Justine,Grant,13-12-1956
Don,Mason,19-10-1978
Jasmine,Corinthos,20-12-1938
Elisa,Molly,22-12-2000
Paul,Johnson,13-07-1978
Delores,Nanny,20-08-1956
Jimmy,Anderson,20-10-2004
Jack,Flinstone,28-04-1999
Vito,Falconeri,03-06-1970
Brick,Nederlander,31-12-1994
Chris,Vargo,02-09-1981
Erica,Grant,28-03-1967
Julio,Lawson,07-12-1977
Lyan,Haruko,18-08-1964
Tom,Arrowsmith,25-08-1948
Tom,Freamon,28-08-1956
Frederick,Van Helsing,19-10-1993
Brian,Lopez-Fitzgerald,07-01-1949
Angelo,Prentiss,10-08-1965
Jane,Daniels,22-03-1983
Anna,Wilcox,03-01-1976
Jim,Grant,26-06-1978
Arjen,Blake,15-07-1983
Ford,Owens,18-11-1972
Roman,Claibourne,17-11-1954
Andy,Stone,14-11-2000
Jack,Ridolph,07-01-1958
John,Lejeune,15-01-1977
Martin,Overstreet,26-11-1973
Harmony,Brockman,23-04-1992
Will,Fabray,28-05-1994
Aric,Rosewood,20-03-1944
Vito,Fabray,06-08-1960
Veronica,Bradley,10-06-2000
Daneel,Garrett,17-07-1975
Harry,Beckett,04-03-1999
Don,Space,28-10-1955
Sophie,Taggart,28-08-2001
Shion,Fairweather,22-02-1963
Indiana,Peabody,01-07-1987
Emily,Lindstrom,15-04-1995
Benjamin,Ka-kui,28-03-1985
William,Scotts,22-02-1981
Katya,Delacour,06-04-1966
Alex,Anderson,30-07-1983
Rupert,Kane,19-02-1990
Robin,Sanchez,23-07-1980
Elvis,Babbling,21-08-1998
Grace,Halliwell,03-05-2001
Phil,Waturs,12-11-2002
Jamie,Pianta,22-07-1990
Bernard,Halifax,24-04-1958
Henry,Huang,06-06-1980
Joe,Disher,09-07-1988
Burr,Page,20-01-1959
Mickey,MacAllister,21-08-1994
Johnny,McAllister,05-09-2005
Brooke,Fairhead,12-06-1989
Linda,Flood,18-03-1989
Mercedes,Randall,11-04-1997
Trevor,Schwarzburger,23-05-1982
Jack,Underwood,21-04-2001
Goldie,Jones,07-08-1972
Philip,Hojo,28-04-1979
Duncan,Bosch,26-03-1969
Andy,Roland,28-02-2002
Tommy,Stottlemeyer,10-11-1982
Stephen,Summers,29-12-1979
Alan,Davis,14-04-1970
Vislor,Ichi,01-01-1975
Lex,Tabak,22-11-2002
Annie,MacKenzie,15-11-1962
Jean-Baptiste,Jenkins,23-11-1953
William,Jones,14-03-1958
Alan,Cameron,20-05-1999
Diane,Randall,11-05-1981
Molly,Moonshine,23-08-1951
Mimi,Pearle,18-04-1974
Nikki,Cackle,24-08-1964
Nohar,Lamb,06-04-1997
Lloyd,Edgecombe,27-03-1950
David,Orlock,09-12-1964
Bruce,Barzini,22-09-1953
Apolline,Graf,11-03-1956
Simon,Heriot,26-05-1972
Eddie,Wagenbach,10-12-1975
Jack,Stone,23-05-1989
Tulio,Hastings,19-02-1949
Artemus,Vogelsang,15-03-1959
Vincent,Ross,17-05-1996
Guy,Kruse,30-10-1988
Briareos,Rosetta,13-05-1982
Mickey,Ross,01-08-1999
Jack,Roberts,16-06-1965
Selsdon,Leela,02-11-1973
Joe,Brady,22-07-1990
Patricia,Newbury,07-03-1964
Sam,Seta,13-08-1960
Miyuki,Baily,08-12-1985
Kevin,Kent,19-05-2001
Gregory,Wheeler,16-09-1953
Buzz,Anneke,02-08-2001
Jack,Beckett,29-10-1966
Adelia,Klay,28-07-2002
Alpa,Ramsey,28-08-1986
Kazuki,Ray,13-06-1961
Bryan,Reed,06-04-2002
Chuck,Strange,23-02-2002
Meyer,Spellman,15-11-1982
Brenda,Rose,09-08-1975
Dan,Crockett,03-10-1961
Cletus,Fabray,10-12-1982
Jack,Bergman,23-06-1983
Martha,Sanderson,13-04-1980
Betty,Ramsey,30-06-2000
Robert,Kasen,30-10-2003
Stanislaus,Rice,21-04-1982
Jackson,Kennedy,27-06-1958
Knox,Lee,21-11-2004
Robin,Van,13-06-1980
Quito,Nash,20-01-1958
Cal,Freeman,12-03-1968
Rajesh,Wilson,23-05-1992
George,Principal,06-05-1994
Kenny,Franco,07-11-1950
Pepper,March,05-08-1969
Steven,Antony,16-10-1967
Kathy,Dayton,25-03-1983
Cal,Powers,21-10-2004
Nicky,Zale,28-03-1988
Lucille,ONeill,03-08-1981
Willow,Roland,16-12-1960
Holt,Anders,04-01-1958
Carrie,Shannon,14-10-1953
Richard,Taylor,08-07-1957
Stan,Alvin,24-08-1973
Simon,Schrute,21-02-1976
Frank,Enrico,04-03-1986
Kurt,Zapatti,25-01-1967
Mickey,Dent,05-08-1998
Joey,Carrington,15-09-1951
Tom,Medford,03-10-1994
Harris,Macdonald,16-05-1987
Neville,Derwent,27-08-1980
Polly,Schibetta,30-04-1988
Susan,Bradley,16-08-1986
Maggie,Crusher,13-05-1990
Pilar,Steiger,08-04-2001
Yosh,Lynch,07-08-1973
Rita,Buck,19-08-1983
Charlie,Pope,16-10-2004
Griselda,Hopper,13-04-1992
Ellen,Cartwright,07-06-1989
Ashley,Blake,27-07-1974
Frank,Hoare,26-12-2000
Tulio,Boddicker,20-11-1985
Carlito,Raziel,04-08-1958
Alex,Martin,01-02-1976
Iris,Travis,31-01-1984
Guy,Tyrell,05-02-1973
Alex,DAmico,09-08-1950
Paulie,Boddicker,04-09-1959
Donna,Derwent,14-11-1934
Ted,Martinelli,18-02-1960
David,McAllister,29-05-1978
Todd,Tankinson,21-06-1958
Sandra,Roberts,10-03-1991
Wayne,Kane,22-12-1952
Rose,Petrie,27-05-1970
Poppy,Anneke,23-09-1968
Edward,Moorehead,10-11-1988
Kelly,Pond,01-09-1979
Richard,Arroway,13-04-1970
Simon,Edwards,19-10-1949
Cash,Komov,24-10-1968
Tom,Yurinov,13-01-1986
Dorothy,Lockwood,19-10-1957
Mark,Leigh,17-06-1959
Zefram,Thomas,12-06-2003
Maria,Wisdom,05-05-1965
Darcy,Sternin,08-10-1990
Joanna,Pekkala,09-02-1982
Celestina,Maxwell,24-12-1998
Tom,McAllister,16-05-1983
Clark,Mancini-Corleone,20-08-1967
Winifred,Jenkins,28-11-1959
Agnes,Vimes,20-04-1989
Don,de Souza,15-05-1987
Thomas,Omovich,06-01-1972
Sister,Gaskell,05-05-1960
Polly,Billa,11-10-1972
